311 1 0.8371 4 2 4 -9999 -9999 -9999 5 1 5 "AT1539"
312 1 0.4186 4 1 4 -9999 -9999 -9999 -9999 -9999 -9999 "AT1540"
313 1 0.8371 3 2 2 -9999 -9999 -9999 3 3 3 "AT1543"
314 1 0.8371 2 1 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1545"
315 1 1.6742 1 3 5 -9999 -9999 -9999 -9999 -9999 -9999 "AT1546"
316 1 0.4186 2 2 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1550"
317 1 0.4186 2 1 2 -9999 -9999 -9999 2 2 2 "AT1552"
318 1 1.6742 3 1 2 2 2 2 -9999 -9999 -9999 "AT1553"
319 1 0.8371 5 1 5 1 4 1 -9999 -9999 -9999 "AT1554"
320 1 0.4186 3 1 5 -9999 -9999 -9999 -9999 -9999 -9999 "AT1555"
321 1 1.2557 2 3 1 1 1 1 -9999 -9999 -9999 "AT1562"
322 1 2.0928 3 1 3 -9999 -9999 -9999 1 1 2 "AT1566"
323 1 0.8371 5 3 3 2 3 3 -9999 -9999 -9999 "AT1567"
324 1 0.4186 1 2 2 -9999 -9999 -9999 1 2 1 "AT1569"
325 1 1.2557 2 1 4 -9999 -9999 -9999 -9999 -9999 -9999 "AT157"
326 1 2.0928 2 1 3 2 3 2 -9999 -9999 -9999 "AT1570"
327 1 0.8371 4 2 4 -9999 -9999 -9999 -9999 -9999 -9999 "AT1577"
328 1 1.2557 2 2 3 4 3 4 -9999 -9999 -9999 "AT1578"
329 1 0.8371 2 3 3 -9999 -9999 -9999 2 4 3 "AT158"
330 1 1.6742 2 2 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1580"
331 1 0.8371 3 3 4 -9999 -9999 -9999 4 3 2 "AT1585"
332 1 0.8371 4 1 5 -9999 -9999 -9999 -9999 -9999 -9999 "AT1587"
333 1 1.2557 2 1 3 -9999 -9999 -9999 3 2 3 "AT1589"
334 1 0.8371 2 1 2 3 4 4 -9999 -9999 -9999 "AT159"
335 1 0.8371 3 3 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1591"
